0.496	-0.1
0.495923	-0.0978855
0.494	-0.1
0.493918	-0.0978763
0.497947	-0.0979277
0.498	-0.1
0.492	-0.1
0.491912	-0.097834
0.49	-0.1
0.489879	-0.0977324
0.488	-0.1
0.487898	-0.0975749
0.486	-0.1
0.485959	-0.0974267
0.484	-0.1
0.48402	-0.0973425
0.482	-0.1
0.482086	-0.0974069
0.48	-0.1
0.480102	-0.097477
0.478	-0.1
0.478091	-0.0975243
0.476	-0.1
0.476081	-0.0975374
0.474	-0.1
0.474086	-0.0975061
0.472	-0.1
0.472095	-0.0974346
0.47	-0.1
0.470116	-0.0974118
0.468	-0.1
0.46813	-0.0974132
0.466	-0.1
0.466145	-0.0974551
0.464	-0.1
0.464146	-0.0975433
0.462	-0.1
0.46214	-0.0975409
0.46	-0.1
0.46015	-0.0975217
0.458	-0.1
0.458156	-0.0975078
0.456	-0.1
0.456166	-0.0975048
0.454	-0.1
0.454163	-0.0974666
0.452	-0.1
0.452169	-0.0974459
0.45	-0.1
0.450179	-0.0974418
0.448	-0.1
0.44819	-0.0974592
0.446	-0.1
0.446187	-0.0974948
0.444	-0.1
0.444158	-0.0975241
0.442	-0.1
0.442138	-0.0974905
0.44	-0.1
0.440132	-0.0974005
0.438	-0.1
0.438149	-0.0973392
0.436	-0.1
0.436168	-0.0973484
0.434	-0.1
0.434163	-0.09742
0.432	-0.1
0.432129	-0.0975136
0.43	-0.1
0.43011	-0.0975119
0.428	-0.1
0.428109	-0.0974034
0.426	-0.1
0.426167	-0.0972354
0.424	-0.1
0.424232	-0.0971465
0.422	-0.1
0.422271	-0.0972054
0.42	-0.1
0.42027	-0.0973528
0.418	-0.1
0.418231	-0.097485
0.416	-0.1
0.416201	-0.0975693
0.414	-0.1
0.414189	-0.0976327
0.412	-0.1
0.412185	-0.0976699
0.41	-0.1
0.410176	-0.0976837
0.408	-0.1
0.408192	-0.0977453
0.406	-0.1
0.406161	-0.0978371
0.404	-0.1
0.404085	-0.0979248
0.402	0.1
0.402017	0.0979496
0.404	0.1
0.403993	0.0979433
0.4	0.0979963
0.402	-0.1
0.402051	-0.0979565
0.406	0.1
0.405989	0.0979863
0.4	-0.0979964
0.4	-0.0959849
0.402082	-0.0959451
0.408	0.1
0.407985	0.0979705
0.4	-0.0939647
0.402106	-0.0939151
0.41	0.1
0.409968	0.0978497
0.4	-0.091944
0.402127	-0.0919052
0.412	0.1
0.411938	0.0976651
0.4	-0.0899232
0.402176	-0.0898903
0.414	0.1
0.413886	0.097533
0.4	-0.0879025
0.402255	-0.0878934
0.416	0.1
0.415858	0.0974726
0.4	-0.0858817
0.402367	-0.0858853
0.418	0.1
0.417827	0.0974346
0.4	-0.083861
0.402458	-0.0839042
0.42	0.1
0.419831	0.0974634
0.4	-0.0818402
0.402509	-0.0819197
0.422	0.1
0.421844	0.0974976
0.4	-0.0798195
0.402526	-0.079918
0.424	0.1
0.423838	0.0974806
0.4	-0.0777988
0.402512	-0.0779104
0.426	0.1
0.425835	0.0974041
0.4	-0.075778
0.402467	-0.0758891
0.428	0.1
0.427813	0.0974054
0.4	-0.0737573
0.402469	-0.0738708
0.43	0.1
0.429829	0.0974747
