0.354619	0.494573
0.344804	0.494507
0.344876	0.484151
0.354701	0.484155
0.344658	0.505001
0.354507	0.505089
0.334984	0.494474
0.33505	0.48404
0.334844	0.505003
0.325169	0.494472
0.325226	0.484126
0.325033	0.505001
0.31537	0.494502
0.315421	0.484141
0.315211	0.505003
0.305561	0.494553
0.305625	0.48416
0.305444	0.505127
0.285935	0.494583
0.276127	0.494626
0.286026	0.484163
0.2762	0.484233
0.275951	0.50513
0.285811	0.505099
0.266323	0.494567
0.266408	0.4842
0.266189	0.505005
0.256533	0.494546
0.256626	0.48409
0.256361	0.504991
0.246759	0.494457
0.24684	0.484098
0.246592	0.505005
0.236982	0.494461
0.237055	0.484056
0.236783	0.505002
0.2272	0.494494
0.227265	0.484135
0.227019	0.505001
0.217437	0.494579
0.217504	0.484174
0.2173	0.505186
0.178379	0.494552
0.168641	0.49447
0.178497	0.484149
0.168766	0.484107
0.168404	0.504981
0.178174	0.505078
0.158908	0.494444
0.159028	0.484082
0.158657	0.505
0.149132	0.494543
0.149247	0.484197
0.148945	0.504982
0.139386	0.494618
0.13951	0.484257
0.139238	0.505045
0.129651	0.494752
0.129784	0.48433
0.129477	0.505312
0.100388	0.506079
0.110003	0.505592
0.109797	0.51612
0.0998879	0.516574
0.100769	0.495414
0.110295	0.495067
0.119702	0.505395
0.119603	0.515843
0.119948	0.494879
0.187931	0.505194
0.188113	0.494678
0.197681	0.505231
0.197874	0.494671
0.207509	0.505186
0.207636	0.494706
0.139122	0.51557
0.14882	0.515531
0.158559	0.515541
0.168297	0.515554
0.29563	0.505092
0.295739	0.494636
0.178041	0.515598
0.364345	0.505134
0.36446	0.494621
0.384045	0.505039
0.384121	0.494509
0.393842	0.50499
0.393953	0.494559
0.374303	0.494619
0.374216	0.505169
0.197591	0.515673
0.207368	0.515665
0.403688	0.505003
0.403806	0.49447
0.413528	0.505007
0.41365	0.494475
0.423379	0.50501
0.423489	0.49448
0.217159	0.515638
0.433222	0.50502
0.433343	0.494487
0.443063	0.505036
0.443186	0.494528
0.452934	0.505135
0.453034	0.494617
0.226943	0.515585
0.46278	0.505234
0.462894	0.494633
0.492444	0.505092
0.492464	0.494596
0.50223	0.505197
0.502329	0.494613
0.48253	0.505238
0.482626	0.494605
0.236712	0.515547
0.512111	0.505205
0.51218	0.49475
0.24649	0.51554
0.531925	0.505171
0.531925	0.494585
0.541723	0.504981
0.541806	0.494466
0.521992	0.505299
0.522035	0.494674
0.256292	0.515522
0.551601	0.504983
0.551691	0.49443
0.561485	0.504983
0.561567	0.494431
0.571366	0.504986
0.571454	0.494437
0.266069	0.515517
0.581254	0.504986
0.581335	0.494443
0.591137	0.504989
0.591223	0.494449
0.601027	0.504989
0.601106	0.494454
0.610912	0.504991
0.611004	0.494454
0.620798	0.504992
0.620887	0.494446
0.630661	0.504948
0.630802	0.49446
0.29553	0.515599
0.305337	0.515579
0.690074	0.50492
0.690135	0.494482
0.699953	0.504986
0.700046	0.494508
0.680245	0.494501
0.680177	0.505061
0.670283	0.504936
0.670355	0.494498
0.660464	0.49449
0.660388	0.505042
0.650501	0.504924
0.65058	0.494482
0.640679	0.49448
0.640596	0.504969
0.709856	0.505087
0.70994	0.494606
0.719742	0.505186
0.719835	0.494716
0.315152	0.515606
0.729637	0.505221
0.729747	0.494715
0.739538	0.505238
0.739675	0.494682
0.324964	0.515509
0.749405	0.505161
0.749531	0.494704
0.759332	0.505228
0.759417	0.494743
0.769245	0.505302
0.769305	0.494756
0.779175	0.505221
0.77921	0.49465
0.334789	0.515509
0.789097	0.505189
0.789106	0.494609
0.798911	0.505014
0.798993	0.494513
0.808797	0.505017
0.808882	0.494477
0.3446	0.515516
0.818684	0.505017
0.818765	0.494473
0.828566	0.50502
0.828653	0.494469
0.83845	0.50502
0.838532	0.494465
0.354443	0.515546
0.848328	0.505023
0.848414	0.494457
0.858202	0.505006
0.85828	0.494433
0.868047	0.504929
0.868178	0.494441
0.364285	0.515573
0.907583	0.504915
0.907655	0.494404
0.917434	0.504969
0.917531	0.494374
0.897794	0.494444
0.897717	0.505082
0.887845	0.504949
0.887923	0.494456
