0.98	0.683684
0.97	0.683684
0.98	0.673684
0.97	0.673684
0.98	0.693684
0.97	0.693684
1.33	0.79
1.32	0.79
1.32	0.78
1.33	0.78
1.32	0.8
1.33	0.8
0.96	0.683684
0.96	0.673684
0.96	0.693684
1.33	0.77
1.32	0.77
0.95	0.683684
0.95	0.673684
0.95	0.693684
1.32	0.76
1.33	0.76
1.33	0.75
1.32006	0.750117
0.93	0.683684
0.92	0.683684
0.93	0.673684
0.92	0.673684
0.93	0.693684
0.92	0.693684
1.32018	0.740307
1.33005	0.740111
1.33012	0.7303
1.32023	0.730573
1.32025	0.720851
1.33019	0.720591
1.33023	0.710904
1.32025	0.711224
1.32018	0.701797
1.33028	0.701396
1.33025	0.691868
1.32013	0.692318
0.86	0.683684
0.85	0.683684
0.85	0.673684
0.86	0.673684
0.86	0.693684
0.85	0.693684
0.84	0.683684
0.84	0.673684
0.84	0.693684
1.3404	0.691419
1.34035	0.700953
0.878317	0.928263
0.878371	0.917986
0.888395	0.927765
0.888406	0.9176
0.868128	0.928708
0.868248	0.918408
0.829887	0.683571
0.829891	0.673579
0.829885	0.693566
0.819824	0.68336
0.819828	0.673372
0.819822	0.693353
0.561243	0.960773
0.561335	0.970914
0.551361	0.960765
0.551471	0.971005
0.571157	0.960808
0.571212	0.970831
0.809794	0.683389
0.809795	0.6734
0.809794	0.69338
0.079967	0.682229
0.0698635	0.681606
0.0800233	0.67268
0.0699653	0.672186
0.0697977	0.691179
0.0799031	0.691761
0.531307	0.939421
0.531316	0.949931
0.521397	0.938848
0.521389	0.949334
0.541277	0.939947
0.541349	0.950381
0.561176	0.950583
0.551282	0.950516
0.799764	0.683515
0.799765	0.673518
0.799764	0.693514
0.491565	0.927201
0.491546	0.91717
0.50149	0.917551
0.50149	0.927551
0.481506	0.916686
0.481518	0.926647
0.511483	0.917799
0.511471	0.927944
0.471366	0.926322
0.471369	0.91632
0.46121	0.916142
0.461159	0.926132
0.72	0.683684
0.71	0.683684
0.71	0.673684
0.72	0.673684
0.72	0.693684
0.71	0.693684
0.450817	0.926061
0.450863	0.916071
0.440517	0.916052
0.440494	0.926063
0.7	0.683684
0.7	0.673684
0.7	0.693684
0.430095	0.926066
0.430101	0.916066
0.419661	0.926076
0.419697	0.916077
0.66	0.683684
0.65	0.683684
0.66	0.673684
0.65	0.673684
0.66	0.693684
0.65	0.693684
0.409288	0.926083
0.409294	0.916083
0.398915	0.91609
0.398895	0.926083
0.64	0.683684
0.64	0.673684
0.64	0.693684
0.63	0.683684
0.63	0.673684
0.63	0.693684
0.388533	0.926098
0.388538	0.916098
0.378184	0.916107
0.378177	0.926107
0.62	0.683684
0.62	0.673684
0.62	0.693684
0.367825	0.926112
0.36783	0.916112
0.357497	0.916119
0.357492	0.926121
0.6	0.683684
0.59	0.683684
0.6	0.673684
0.59	0.673684
0.6	0.693684
0.59	0.693684
0.58	0.683684
0.58	0.673684
0.58	0.693684
